start,today,تاريخ النشاط,المحافظة,طبيعة الوصول,المنطقة الإدارية,المنطقة الفرعية,اسم القرية,هل يوجد دفتر عائلة,طبيعة العائلة,تاريخ طبيعة العائلة,بلد العودة,طبيعة السكن,عدد الأفراد في دفتر العائلة,عدد أفراد العائلة الفعلي,عدد الأفراد المعالين,عدد الأفراد المعيلين,هل عنوان السكن هو نفس منطقة التدخل؟,العنوان الحالي - المحافظة,العنوان الحالي - المنطقة,عنوان العائلة الأصلي (إذا كانت نازحة من قريبة أخرى).1,_id,_submission_time,_validation_status,_status,_index
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,4,7,6,1,لا,طرطوس,بانياس,,464233920,2025-04-16,,submitted_via_web,119
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,10,6,5,1,نعم,,,,464234133,2025-04-16,,submitted_via_web,120
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,6,5,3,2,نعم,,,,464234205,2025-04-16,,submitted_via_web,121
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,464234445,2025-04-16,,submitted_via_web,122
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,مجتمع مضيف,,,ملك,4,4,4,4,نعم,,,,464234509,2025-04-16,,submitted_via_web,123
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,1,1,1,0,نعم,,,,464235378,2025-04-16,,submitted_via_web,124
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,ملك,4,3,1,2,نعم,,,,464235626,2025-04-16,,submitted_via_web,125
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,4,6,5,1,لا,طرطوس,بانياس,,464236083,2025-04-16,,submitted_via_web,126
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,2,2,2,1,نعم,,,,464236534,2025-04-16,,submitted_via_web,127
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,7,7,7,7,نعم,,,,464236796,2025-04-16,,submitted_via_web,128
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,12,5,4,1,نعم,,,,464236797,2025-04-16,,submitted_via_web,129
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,464238650,2025-04-16,,submitted_via_web,130
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,لا,طرطوس,ريف بانياس,,464238887,2025-04-16,,submitted_via_web,131
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,مجتمع مضيف,,,ملك,5,5,5,5,نعم,,,,464239142,2025-04-16,,submitted_via_web,132
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464239182,2025-04-16,,submitted_via_web,133
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,5,7,6,1,نعم,,,,464240351,2025-04-16,,submitted_via_web,134
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,مجتمع مضيف,,,ملك,6,6,6,6,نعم,,,,464240775,2025-04-16,,submitted_via_web,135
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,الفنيتق,نعم,مجتمع مضيف,,,أستضافة,9,2,1,1,نعم,,,,464240840,2025-04-16,,submitted_via_web,136
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,4,4,3,1,لا,طرطوس,ريف بانياس,,464241018,2025-04-16,,submitted_via_web,137
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,7,6,1,نعم,,,,464241786,2025-04-16,,submitted_via_web,138
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,تالين,أسقبلة,اسقبلة,نعم,مجتمع مضيف,,,ملك,5,3,2,1,نعم,,,,464241824,2025-04-16,,submitted_via_web,139
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2012-05-01,,أجار,9,7,6,1,لا,طرطوس,بانياس,,464242293,2025-04-16,,submitted_via_web,140
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,4,4,3,1,لا,طرطوس,ريف بانياس,,464243126,2025-04-16,,submitted_via_web,141
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,ملك,6,2,1,2,نعم,,,,464243149,2025-04-16,,submitted_via_web,142
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,مجتمع مضيف,,,ملك,6,6,6,6,نعم,,,,464243244,2025-04-16,,submitted_via_web,143
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أستضافة,3,2,1,1,لا,طرطوس,القدموس,,464243740,2025-04-16,,submitted_via_web,144
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,لا,طرطوس,بانياس,,464245052,2025-04-16,,submitted_via_web,145
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2012-03-01,,أجار,7,7,6,1,نعم,,,,464245169,2025-04-16,,submitted_via_web,146
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,مجتمع مضيف,,,ملك,5,5,5,5,نعم,,,,464245257,2025-04-16,,submitted_via_web,147
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,5,5,4,1,لا,طرطوس,بانياس,,464245541,2025-04-16,,submitted_via_web,148
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,ملك,5,5,1,1,نعم,,,,464246568,2025-04-16,,submitted_via_web,149
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,2,2,2,2,نعم,,,,464246674,2025-04-16,,submitted_via_web,150
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,مجتمع مضيف,,,ملك,6,6,5,1,نعم,,,,464246969,2025-04-16,,submitted_via_web,151
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,2,4,3,1,لا,طرطوس,بانياس,,464247339,2025-04-16,,submitted_via_web,152
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,464247434,2025-04-16,,submitted_via_web,153
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,6,6,4,2,لا,طرطوس,بانياس,,464247630,2025-04-16,,submitted_via_web,154
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,3,3,3,3,نعم,,,,464248440,2025-04-16,,submitted_via_web,155
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,ملك,7,7,1,6,لا,طرطوس,بانياس,,464248767,2025-04-16,,submitted_via_web,156
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,1,نعم,,,,464248789,2025-04-16,,submitted_via_web,157
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أجار,4,4,4,0,نعم,,,,464248798,2025-04-16,,submitted_via_web,158
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,ملك,10,10,9,1,نعم,,,,464249424,2025-04-16,,submitted_via_web,159
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-03-01,,أستضافة,3,3,3,0,لا,طرطوس,بانياس,,464249706,2025-04-16,,submitted_via_web,160
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,4,4,4,4,نعم,,,,464249928,2025-04-16,,submitted_via_web,161
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,ملك,4,4,1,1,نعم,,,,464249933,2025-04-16,,submitted_via_web,162
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,لا,طرطوس,ريف بانياس,,464250060,2025-04-16,,submitted_via_web,163
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,4,4,4,1,لا,طرطوس,ريف بانياس,,464250569,2025-04-16,,submitted_via_web,164
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,464251182,2025-04-16,,submitted_via_web,165
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,4,4,4,4,نعم,,,,464251501,2025-04-16,,submitted_via_web,166
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,تالين,أسقبلة,اسقبلة,نعم,مجتمع مضيف,,,ملك,10,7,6,1,نعم,,,,464252358,2025-04-16,,submitted_via_web,167
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,نازح داخلي,2025-03-01,,ملك,6,5,4,1,نعم,,,,464252593,2025-04-16,,submitted_via_web,168
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,5,5,5,5,نعم,,,,464253518,2025-04-16,,submitted_via_web,169
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أستضافة,4,4,3,1,لا,طرطوس,بانياس,,464253606,2025-04-16,,submitted_via_web,170
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,2,2,1,1,نعم,,,,464253660,2025-04-16,,submitted_via_web,171
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,الفنيتق,نعم,نازح داخلي,2025-04-01,,ملك,8,4,1,1,نعم,,,,464254924,2025-04-16,,submitted_via_web,172
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,لا,مجتمع مضيف,,,ملك,3,3,3,3,نعم,,,,464255718,2025-04-16,,submitted_via_web,173
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,مجتمع مضيف,,,ملك,12,2,1,1,نعم,,,,464256677,2025-04-16,,submitted_via_web,174
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,464256903,2025-04-16,,submitted_via_web,175
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,2,1,2,نعم,,,,464256955,2025-04-16,,submitted_via_web,176
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,7,7,7,7,نعم,,,,464257430,2025-04-16,,submitted_via_web,177
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,لا,طرطوس,بانياس,,464258448,2025-04-16,,submitted_via_web,178
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,7,7,6,1,نعم,,,,464258588,2025-04-16,,submitted_via_web,179
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,2,2,2,0,نعم,,,,464258629,2025-04-16,,submitted_via_web,180
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,5,0,نعم,,,,464258633,2025-04-16,,submitted_via_web,181
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,7,6,1,نعم,,,,464258698,2025-04-16,,submitted_via_web,182
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,8,8,8,8,نعم,,,,464259276,2025-04-16,,submitted_via_web,183
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,أستضافة,4,4,0,0,نعم,,,,464260364,2025-04-16,,submitted_via_web,184
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,,لا,مجتمع مضيف,,,ملك,6,6,6,6,نعم,,,,464260641,2025-04-16,,submitted_via_web,185
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,464260745,2025-04-16,,submitted_via_web,186
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,6,1,5,نعم,,,,464261004,2025-04-16,,submitted_via_web,187
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,1,1,1,0,لا,طرطوس,بانياس,,464261075,2025-04-16,,submitted_via_web,188
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,6,6,4,6,نعم,,,,464261220,2025-04-16,,submitted_via_web,189
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464261652,2025-04-16,,submitted_via_web,190
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,تالين,أسقبلة,اسقبلة,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,أستضافة,4,4,3,1,نعم,,,,464261692,2025-04-16,,submitted_via_web,191
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2019-04-01,,أجار,5,5,1,4,نعم,,,,464262200,2025-04-16,,submitted_via_web,192
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464262802,2025-04-16,,submitted_via_web,193
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,1,1,1,1,نعم,,,,464263049,2025-04-16,,submitted_via_web,194
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,لا,مجتمع مضيف,,,ملك,2,2,2,2,نعم,,,,464263193,2025-04-16,,submitted_via_web,195
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,4,4,1,3,نعم,,,,464263247,2025-04-16,,submitted_via_web,196
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,2,5,نعم,,,,464263723,2025-04-16,,submitted_via_web,197
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,5,4,1,لا,طرطوس,بانياس,,464263850,2025-04-16,,submitted_via_web,198
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,ملك,4,3,1,1,نعم,,,,464264552,2025-04-16,,submitted_via_web,199
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,3,3,2,1,نعم,,,,464264806,2025-04-16,,submitted_via_web,200
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,4,4,1,3,نعم,,,,464264843,2025-04-16,,submitted_via_web,201
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,4,4,3,1,نعم,,,,464264856,2025-04-16,,submitted_via_web,202
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,11,11,11,11,نعم,,,,464264901,2025-04-16,,submitted_via_web,203
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,ملك,12,9,8,1,نعم,,,,464265179,2025-04-16,,submitted_via_web,204
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,مجتمع مضيف,,,أستضافة,4,2,1,1,نعم,,,,464265759,2025-04-16,,submitted_via_web,205
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,3,3,0,نعم,,,,464265976,2025-04-16,,submitted_via_web,206
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,2,2,2,1,نعم,,,,464266167,2025-04-16,,submitted_via_web,207
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,تالين,أسقبلة,اسقبلة,نعم,مجتمع مضيف,,,ملك,8,1,1,1,نعم,,,,464266312,2025-04-16,,submitted_via_web,208
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,7,2,7,نعم,,,,464266342,2025-04-16,,submitted_via_web,209
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,7,6,1,5,نعم,,,,464266413,2025-04-16,,submitted_via_web,210
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,1,4,نعم,,,,464266427,2025-04-16,,submitted_via_web,211
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,4,4,4,4,نعم,,,,464266513,2025-04-16,,submitted_via_web,212
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,لا,مجتمع مضيف,,,أجار,9,9,1,8,نعم,,,,464266524,2025-04-16,,submitted_via_web,213
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464267463,2025-04-16,,submitted_via_web,214
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,3,2,لا,طرطوس,ريف بانياس,,464267740,2025-04-16,,submitted_via_web,215
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464267943,2025-04-16,,submitted_via_web,216
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464268000,2025-04-16,,submitted_via_web,217
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,5,1,نعم,,,,464268160,2025-04-16,,submitted_via_web,218
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,6,6,6,6,نعم,,,,464268164,2025-04-16,,submitted_via_web,219
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,أستضافة,3,3,1,1,نعم,,,,464268831,2025-04-16,,submitted_via_web,220
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,نعم,,,,464268909,2025-04-16,,submitted_via_web,221
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,3,3,2,3,نعم,,,,464269360,2025-04-16,,submitted_via_web,222
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,6,6,6,6,نعم,,,,464269561,2025-04-16,,submitted_via_web,223
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-02-01,,أجار,2,2,1,1,نعم,,,,464269701,2025-04-16,,submitted_via_web,224
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,3,3,1,2,نعم,,,,464269793,2025-04-16,,submitted_via_web,225
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فتيتق,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-03-01,,ملك,7,7,6,1,نعم,,,,464270477,2025-04-16,,submitted_via_web,226
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,5,5,4,1,لا,طرطوس,بانياس,,464270778,2025-04-16,,submitted_via_web,227
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,7,7,6,1,نعم,,,,464270958,2025-04-16,,submitted_via_web,228
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,ملك,5,5,4,1,نعم,,,,464271114,2025-04-16,,submitted_via_web,229
2025-04-16,2025-04-16,,طرطوس,داخل المركز,,,,نعم,نازح عائد (كان في منطقة أخرى داخل سوريا),2025-04-01,,أجار,11,3,3,1,نعم,,,,464271118,2025-04-16,,submitted_via_web,230
2025-04-16,2025-04-16,2025-04-16,طرطوس,فريق جوال,القدموس,فنيتق,,نعم,مجتمع مضيف,,,ملك,5,5,5,5,نعم,,,,464271353,2025-04-16,,submitted_via_web,231
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,نازح داخلي,2025-04-01,,ملك,6,6,1,5,نعم,,,,464271830,2025-04-16,,submitted_via_web,232
2025-04-16,2025-04-16,2025-04-16,طرطوس,داخل المركز,,,,نعم,مجتمع مضيف,,,أجار,6,6,1,5,نعم,,,,464271981,2025-04-16,,submitted_via_web,233
2025-04-16,2025-04-16,,طرطوس,فريق جوال,القدموس,فنيتق,فنيتق,نعم,نازح داخلي,2025-04-01,,ملك,5,5,1,1,نعم,,,,464273054,2025-04-16,,submitted_via_web,234
